2020-11-17 19:44:57,052 INFO  Logger.cs: 70 - 
2020-11-17 19:52:36,734 INFO  ExportHelperExtension.cs: 347 - Creating joint Left_wheel
2020-11-17 19:52:36,749 INFO  ExportHelperExtension.cs: 1397 - Fixing components for robot_chassis
2020-11-17 19:52:36,749 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2020-11-17 19:52:36,749 INFO  ExportHelperExtension.cs: 1409 - Component 24 is already fixed
2020-11-17 19:52:36,749 INFO  ExportHelperExtension.cs: 1402 - Fixing 27
2020-11-17 19:52:36,749 INFO  ExportHelperExtension.cs: 1409 - Component 27 is already fixed
2020-11-17 19:52:36,749 INFO  ExportHelperExtension.cs: 1402 - Fixing 30
2020-11-17 19:52:36,749 INFO  ExportHelperExtension.cs: 1409 - Component 30 is already fixed
2020-11-17 19:52:36,749 INFO  ExportHelperExtension.cs: 1402 - Fixing 31
2020-11-17 19:52:36,749 INFO  ExportHelperExtension.cs: 1409 - Component 31 is already fixed
2020-11-17 19:52:36,749 INFO  ExportHelperExtension.cs: 1402 - Fixing 28
2020-11-17 19:52:36,749 INFO  ExportHelperExtension.cs: 1409 - Component 28 is already fixed
2020-11-17 19:52:36,749 INFO  ExportHelperExtension.cs: 1402 - Fixing 26
2020-11-17 19:52:36,749 INFO  ExportHelperExtension.cs: 1409 - Component 26 is already fixed
2020-11-17 19:52:36,749 INFO  ExportHelperExtension.cs: 1402 - Fixing 32
2020-11-17 19:52:36,749 INFO  ExportHelperExtension.cs: 1409 - Component 32 is already fixed
2020-11-17 19:52:36,749 INFO  ExportHelperExtension.cs: 1402 - Fixing 49
2020-11-17 19:52:36,749 INFO  ExportHelperExtension.cs: 1409 - Component 49 is already fixed
2020-11-17 19:52:36,749 INFO  ExportHelperExtension.cs: 1402 - Fixing 41
2020-11-17 19:52:36,749 INFO  ExportHelperExtension.cs: 1409 - Component 41 is already fixed
2020-11-17 19:52:36,749 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2020-11-17 19:52:36,749 INFO  ExportHelperExtension.cs: 1409 - Component 24 is already fixed
2020-11-17 19:52:36,999 INFO  ExportHelperExtension.cs: 832 - R1: 0, 0
2020-11-17 19:52:36,999 INFO  ExportHelperExtension.cs: 841 - R2: 0, 0
2020-11-17 19:52:36,999 INFO  ExportHelperExtension.cs: 849 - L1: 0
2020-11-17 19:52:36,999 INFO  ExportHelperExtension.cs: 857 - L2: 0
2020-11-17 19:52:38,405 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent robot_chassis to child Left_wheel failed
2020-11-17 19:52:38,499 INFO  ExportHelperExtension.cs: 347 - Creating joint Right_wheel
2020-11-17 19:52:38,499 INFO  ExportHelperExtension.cs: 1397 - Fixing components for robot_chassis
2020-11-17 19:52:38,499 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2020-11-17 19:52:38,499 INFO  ExportHelperExtension.cs: 1409 - Component 24 is already fixed
2020-11-17 19:52:38,499 INFO  ExportHelperExtension.cs: 1402 - Fixing 27
2020-11-17 19:52:38,499 INFO  ExportHelperExtension.cs: 1409 - Component 27 is already fixed
2020-11-17 19:52:38,499 INFO  ExportHelperExtension.cs: 1402 - Fixing 30
2020-11-17 19:52:38,499 INFO  ExportHelperExtension.cs: 1409 - Component 30 is already fixed
2020-11-17 19:52:38,499 INFO  ExportHelperExtension.cs: 1402 - Fixing 31
2020-11-17 19:52:38,499 INFO  ExportHelperExtension.cs: 1409 - Component 31 is already fixed
2020-11-17 19:52:38,499 INFO  ExportHelperExtension.cs: 1402 - Fixing 28
2020-11-17 19:52:38,499 INFO  ExportHelperExtension.cs: 1409 - Component 28 is already fixed
2020-11-17 19:52:38,499 INFO  ExportHelperExtension.cs: 1402 - Fixing 26
2020-11-17 19:52:38,499 INFO  ExportHelperExtension.cs: 1409 - Component 26 is already fixed
2020-11-17 19:52:38,499 INFO  ExportHelperExtension.cs: 1402 - Fixing 32
2020-11-17 19:52:38,499 INFO  ExportHelperExtension.cs: 1409 - Component 32 is already fixed
2020-11-17 19:52:38,499 INFO  ExportHelperExtension.cs: 1402 - Fixing 49
2020-11-17 19:52:38,499 INFO  ExportHelperExtension.cs: 1409 - Component 49 is already fixed
2020-11-17 19:52:38,499 INFO  ExportHelperExtension.cs: 1402 - Fixing 41
2020-11-17 19:52:38,499 INFO  ExportHelperExtension.cs: 1409 - Component 41 is already fixed
2020-11-17 19:52:38,499 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2020-11-17 19:52:38,499 INFO  ExportHelperExtension.cs: 1409 - Component 24 is already fixed
2020-11-17 19:52:38,640 INFO  ExportHelperExtension.cs: 832 - R1: 0, 0
2020-11-17 19:52:38,640 INFO  ExportHelperExtension.cs: 841 - R2: 0, 0
2020-11-17 19:52:38,640 INFO  ExportHelperExtension.cs: 849 - L1: 0
2020-11-17 19:52:38,640 INFO  ExportHelperExtension.cs: 857 - L2: 0
2020-11-17 19:52:39,796 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent robot_chassis to child Right_wheel failed
2020-11-17 19:52:39,890 INFO  ExportHelperExtension.cs: 347 - Creating joint Castor_wheel
2020-11-17 19:52:39,890 INFO  ExportHelperExtension.cs: 1397 - Fixing components for robot_chassis
2020-11-17 19:52:39,890 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2020-11-17 19:52:39,890 INFO  ExportHelperExtension.cs: 1409 - Component 24 is already fixed
2020-11-17 19:52:39,890 INFO  ExportHelperExtension.cs: 1402 - Fixing 27
2020-11-17 19:52:39,890 INFO  ExportHelperExtension.cs: 1409 - Component 27 is already fixed
2020-11-17 19:52:39,890 INFO  ExportHelperExtension.cs: 1402 - Fixing 30
2020-11-17 19:52:39,890 INFO  ExportHelperExtension.cs: 1409 - Component 30 is already fixed
2020-11-17 19:52:39,890 INFO  ExportHelperExtension.cs: 1402 - Fixing 31
2020-11-17 19:52:39,890 INFO  ExportHelperExtension.cs: 1409 - Component 31 is already fixed
2020-11-17 19:52:39,905 INFO  ExportHelperExtension.cs: 1402 - Fixing 28
2020-11-17 19:52:39,905 INFO  ExportHelperExtension.cs: 1409 - Component 28 is already fixed
2020-11-17 19:52:39,905 INFO  ExportHelperExtension.cs: 1402 - Fixing 26
2020-11-17 19:52:39,905 INFO  ExportHelperExtension.cs: 1409 - Component 26 is already fixed
2020-11-17 19:52:39,905 INFO  ExportHelperExtension.cs: 1402 - Fixing 32
2020-11-17 19:52:39,905 INFO  ExportHelperExtension.cs: 1409 - Component 32 is already fixed
2020-11-17 19:52:39,905 INFO  ExportHelperExtension.cs: 1402 - Fixing 49
2020-11-17 19:52:39,905 INFO  ExportHelperExtension.cs: 1409 - Component 49 is already fixed
2020-11-17 19:52:39,905 INFO  ExportHelperExtension.cs: 1402 - Fixing 41
2020-11-17 19:52:39,905 INFO  ExportHelperExtension.cs: 1409 - Component 41 is already fixed
2020-11-17 19:52:39,905 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2020-11-17 19:52:39,905 INFO  ExportHelperExtension.cs: 1409 - Component 24 is already fixed
2020-11-17 19:52:40,124 INFO  ExportHelperExtension.cs: 832 - R1: 0, 0
2020-11-17 19:52:40,124 INFO  ExportHelperExtension.cs: 841 - R2: 0, 0
2020-11-17 19:52:40,124 INFO  ExportHelperExtension.cs: 849 - L1: 0
2020-11-17 19:52:40,124 INFO  ExportHelperExtension.cs: 857 - L2: 0
2020-11-17 19:52:41,296 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent robot_chassis to child Castor_wheel failed
2020-11-17 19:52:41,421 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Differential robot ROS.SLDASM
2020-11-17 19:52:41,421 INFO  ExportHelperExtension.cs: 1136 - Found 30 in Differential robot ROS.SLDASM
2020-11-17 19:52:41,421 INFO  ExportHelperExtension.cs: 1145 - Found 4 features of type [CoordSys] in Differential robot ROS.SLDASM
2020-11-17 19:52:41,436 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2020-11-17 19:52:41,515 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2020-11-17 19:52:41,515 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from robotLine follower assembly-2
2020-11-17 19:52:41,515 INFO  ExportHelperExtension.cs: 1136 - Found 34 in robotLine follower assembly-2
2020-11-17 19:52:41,515 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in robotLine follower assembly-2
2020-11-17 19:52:41,515 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Differential robot ROS.SLDASM
2020-11-17 19:52:41,515 INFO  ExportHelperExtension.cs: 1136 - Found 30 in Differential robot ROS.SLDASM
2020-11-17 19:52:41,515 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Differential robot ROS.SLDASM
2020-11-17 19:52:41,515 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2020-11-17 19:52:41,515 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2020-11-17 19:52:41,515 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from robotLine follower assembly-2
2020-11-17 19:52:41,515 INFO  ExportHelperExtension.cs: 1136 - Found 34 in robotLine follower assembly-2
2020-11-17 19:52:41,515 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in robotLine follower assembly-2
2020-11-17 19:52:41,593 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-11-17 19:52:59,920 INFO  ConfigurationSerialization.cs: 276 - URDF Configuration found
